userid,movieid,rating
272886,a+perfect+day+2008,3
55144,okis+movie+2010,4
251604,barefoot+in+the+park+1967,3
338017,the+sound+of+fury+1950,4
316987,wild+zero+1999,3
29465,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,4
14714,goodfellas+1990,4
40718,asterix+conquers+america+1994,3
14076,garage+olimpo+1999,3
271252,argo+2012,4
78640,indiana+jones+and+the+last+crusade+1989,4
235742,vivre+sa+vie+1962,3
173595,roads+to+koktebel+2003,4
278477,enough+said+2013,5
28543,the+russia+house+1990,4
293161,garden+party+2008,4
216207,reservoir+dogs+1992,4
275170,the+two+faces+of+january+2014,3
26958,tom++viv+1994,3
284739,magic+man+2009,4
328181,close+encounters+of+the+third+kind+1977,4
287600,z+1969,5
34781,the+beach+2000,3
313442,the+gods+must+be+crazy+1980,3
67695,toy+story+3+2010,4
121971,leon+the+professional+1994,5
239971,once+2007,4
182788,the+imitation+game+2014,4
200125,twice+upon+a+time+2012,4
177707,watchmen+2009,3
321716,the+periwig-maker+2000,4
17326,big+hero+6+2014,4
174830,broadcast+news+1987,4
284418,richard+iii+1912,4
349247,the+third+wave+2003,3
195753,laggies+2014,3
82741,the+lord+of+the+rings+the+two+towers+2002,5
180276,village+people+2013,4
23033,ultimate+avengers+2006,3
104656,ip+man+2008,4
67130,the+mystery+of+picasso+1956,4
208365,the+lion+king+1994,5
222935,whiplash+2014,4
146101,blacksmith+scene+1893,3
77205,this+property+is+condemned+1966,3
78747,being+there+1979,4
94539,the+ruins+2008,2
10775,brighton+rock+1947,4
55260,himalaya+1999,4
63420,the+rocketeer+1991,3
103902,dagon+2001,3
45468,small+roads+2011,4
104463,the+children+of+huang+shi+2008,4
28562,8+2012,3
117017,e.t.+the+extra-terrestrial+1982,5
224380,how+to+train+your+dragon+2+2014,2
264716,batman+forever+1995,3
311641,star+wars+episode+iii+-+revenge+of+the+sith+2005,4
225754,wristcutters+a+love+story+2006,3
179467,chelsea+on+the+rocks+2008,3
48353,despicable+me+2010,3
35280,green+lantern+first+flight+2009,3
100901,21+grams+2003,5
329069,10+things+i+hate+about+you+1999,4
182660,the+shawshank+redemption+1994,5
303708,grand+prix+1966,3
301723,pitch+perfect+2012,4
178465,on+her+majestys+secret+service+1969,4
301334,diamonds+are+forever+1971,3
313341,doubt+2008,3
251038,+laventure+2008,3
161181,life+of+pi+2012,5
233225,beauty+and+the+beast+1991,3
37434,trinity+and+beyond+the+atomic+bomb+movie+1995,4
120256,glory+road+2006,4
329979,kill+bill+vol.+1+2003,3
310223,he+was+a+quiet+man+2007,4
49951,spartacus+1960,5
347276,the+skin+i+live+in+2011,3
173116,spirited+away+2001,4
345676,chaos+2005,2
95914,always+1985,4
104359,oyster+farmer+2005,3
104512,the+cameraman+1928,4
349412,goodfellas+1990,4
86995,ss+camp+5+womens+hell+1977,5
180117,swades+we_+the+people+2004,4
45380,captain+january+1936,3
271323,harry+potter+and+the+prisoner+of+azkaban+2004,4
348058,noises+off...+1992,5
342976,written+on+the+wind+1956,4
265407,it+follows+2015,3
19212,avenging+angelo+2002,2
267987,the+cat+returns+2002,3
206734,silver+linings+playbook+2012,4
151015,throw+away+your+books_+rally+in+the+streets+1971,2
121418,the+terminator+1984,4
265204,royal+space+force+-+the+wings+of+honneamise+1987,5
139488,inglourious+basterds+2009,4
128028,in+the+mood+for+love+2000,5
130919,pulp+fiction+1994,4
166703,little+soldier+2008,4
166063,year+of+the+dragon+1985,4
3916,where+were+you+when+the+lights+went+out+1968,4
240706,the+marriage+of+maria+braun+1979,3
153221,forget+me+not+2011,3
92106,valley+of+flowers+2006,3
208775,snow+white+and+the+seven+dwarfs+1937,3
110386,fight+club+1999,4
314213,the+last+time+2006,3
106164,criss+cross+1949,3
116297,the+shock+doctrine+2009,4
263173,the+princess+and+the+goblin+1992,3
330273,iron+man+2008,3
15463,fortress+2+1999,3
124008,texas+rangers+2001,3
103068,blind+mans+bluff+2005,4
2202,teen+beach+movie+2013,4
120220,the+burglars+1971,4
186386,gifted+hands+the+ben+carson+story+2009,4
302112,anchors+aweigh+1945,4
110370,the+shawshank+redemption+1994,4
177870,curse+of+the+golden+flower+2006,3
207556,temple+grandin+2010,5
126461,harry+potter+and+the+half-blood+prince+2009,4
108962,naked+lunch+1991,3
92154,about+a+boy+2002,4
266798,zatichi+meets+yojimbo+1970,3
2682,the+dark+knight+rises+2012,5
228042,the+great+debaters+2007,3
227759,penelope+1966,3
174414,the+godfather+part+ii+1974,4
144752,frozen+2013,4
240776,october+baby+2011,3
68976,the+enforcer+1976,4
328133,they+call+me+trinity+1970,5
175386,oss+117+lost+in+rio+2009,2
190988,all+the+presidents+men+1976,4
260069,graceland+2012,4
244128,heartbeats+2010,4
298800,whiplash+2014,3
317644,walle+2008,4
290836,voices+of+a+distant+star+2002,5
226191,naked+weapon+2002,5
48365,brave+2012,4
123853,harry+potter+and+the+goblet+of+fire+2005,4
300092,the+sheltering+sky+1990,3
247598,ratatouille+2007,4
286261,avatar+2009,5
279858,the+incredibles+2004,4
104866,ambush+trail+1946,2
202854,shark+tale+2004,3
123240,elena+undone+2010,3
134099,sleeping+beauty+1959,3
120152,forbidden+planet+1956,4
302740,fallout+1998,3
103615,dont+be+afraid+of+the+dark+2010,3
224811,patton+oswalt+no+reason+to+complain+2006,3
336439,a+midsummer+nights+dream+1968,4
49477,morning+glory+2010,4
79106,the+two+escobars+2010,4
168250,asterix+and+the+big+fight+1989,3
8369,monsters_+inc.+2001,4
350880,monty+python+and+the+holy+grail+1975,4
99951,raiders+of+the+lost+ark+1981,4
263366,kill+list+2011,2
188944,storefront+hitchcock+1998,3
113643,shutter+island+2010,4
91217,time+to+kill+1989,4
139044,two+much+1996,3
154977,le+week-end+2013,3
11335,holiday+for+drumsticks+1949,5
3387,facing+the+truth+2002,4
98723,the+loved+ones+2009,5
179548,definitely_+maybe+2008,4
74293,finding+nemo+2003,3
208302,the+matrix+1999,4
238474,dead+of+night+1945,4
163059,saving+face+2004,4
85578,the+internecine+project+1974,3
307551,the+battle+of+algiers+1966,5
294535,teorema+1968,4
57685,se7en+1995,4
264888,vitus+2006,4
256225,the+trip+2010,3
223588,lightning+bug+2004,5
297181,the+day+the+earth+stood+still+1951,4
202046,the+good_+the+bad+and+the+ugly+1966,4
229144,the+squid+and+the+whale+2005,4
158505,happythankyoumoreplease+2010,4
240021,kung+fu+panda+2+2011,4
347986,the+butterfly+effect+2004,5
116155,raiders+of+the+lost+ark+1981,4
304686,akira+1988,5
236751,hedwig+and+the+angry+inch+2001,4
69002,inception+2010,4
208180,buffalo+66+1998,3
311022,murk+2005,4
326941,harry+potter+and+the+order+of+the+phoenix+2007,4
280168,where+now+are+the+dreams+of+youth+1932,3
272381,dragon+ball+z+broly+-+second+coming+1994,4
141910,walled+in+2009,3
98007,three+2010,2
144445,blade+runner+1982,3
145959,seven+men+from+now+1956,3
176455,the+maltese+falcon+1931,5
218271,iron+man+2008,5
297724,i+confess+1953,4
166318,firelight+1997,4
4088,shattered+glass+2003,4
345740,wild+about+harry+2000,3
248759,dr.+no+1962,4
279346,from+dusk+till+dawn+1996,3
260036,gamera+vs.+viras+1968,4
89593,fire_+ice++canned+beer+2002,3
207987,barbie+in+the+nutcracker+2001,3
317995,star+wars+1977,4
195680,cleanskin+2012,4
63364,treasure+planet+2002,3
2337,hotel+chevalier+2007,3
283424,saving+private+ryan+1998,5
327289,inherit+the+wind+1960,5
292625,the+adventures+of+tintin+2011,3
117184,the+king+is+alive+2000,3
183779,walle+2008,4
202485,into+the+west+1992,4
57231,the+secret+world+of+arrietty+2010,3
50135,la+estrategia+del+caracol+1993,3
180320,despicable+me+2010,4
213782,shutter+island+2010,5
143122,doctor+x+1932,3
12458,the+comedy+2012,3
100528,zach+galifianakis+live+at+the+purple+onion+2007,3
109182,the+green+years+1946,4
351292,the+apostle+1997,4
195206,harry+potter+and+the+philosophers+stone+2001,3
175174,sleeping+beauty+1959,3
131285,the+lord+of+the+rings+the+return+of+the+king+2003,5
4436,cass+timberlane+1947,4
237502,young+sherlock+holmes+1985,4
41443,the+devil+wears+prada+2006,4
49736,side+by+side+2012,4
297717,the+winter+guest+1997,3
120012,boiling+point+1990,4
237867,blood+trails+2006,3
150010,ratatouille+2007,4
97830,one+flew+over+the+cuckoos+nest+1975,4
198534,frozen+2013,3
257805,city+of+ember+2008,4
54986,outrage+2009,4
113220,star+of+midnight+1935,3
308880,indiana+jones+and+the+last+crusade+1989,4
103898,from+dusk+till+dawn+1996,4
187162,the+terminator+1984,5
251335,casque+dor+1952,4
153892,megamind+2010,3
235947,edmond+2005,4
91614,for+the+birds+2000,4
61894,phantom+lady+1944,4
352569,raining+stones+1993,5
261303,clean+and+sober+1988,4
143342,tangled+2010,5
25448,all+the+presidents+men+1976,3
56806,stealing+a+nation+2004,4
328483,blinkity+blank+1955,4
23044,back+to+the+future+1985,5
214066,survive+style+5+2004,4
162228,the+wind+that+shakes+the+barley+2006,3
76907,chappie+2015,3
274240,the+mummy+1999,4
24303,match+point+2005,4
160032,hell+in+the+pacific+1968,4
234665,cottage+country+2013,3
229835,kronks+new+groove+2005,3
17072,the+dark+knight+2008,5
302951,knightriders+1981,2
99239,how+to+train+your+dragon+2010,4
323790,fun+1994,4
296606,the+prime+of+miss+jean+brodie+1969,4
89701,monty+python+and+the+holy+grail+1975,4
42083,never+let+me+go+2010,3
321657,the+enemy+within+2013,4
246064,the+emperors+club+2002,4
144724,odds+and+evens+1978,4
97809,admission+2013,3
85331,faces+1968,3
164274,little+big+man+1970,5
317578,constantine+2005,4
191542,toy+story+3+2010,4
75715,predator+1987,4
138021,ballet+shoes+2008,3
25291,flesh+for+frankenstein+1973,4
38104,berlin+is+in+germany+2001,4
44301,30+beats+2012,3
49159,alice+in+wonderland+1951,4
328355,hide-out+1934,4
244544,a+brief+vacation+1973,5
187083,becket+1964,4
298680,kumiko_+the+treasure+hunter+2015,2
55350,slam+dance+1987,4
158787,frozen+2013,4
99567,the+new+land+1972,4
110412,adaptation.+2002,2
322073,the+terminator+1984,3
343216,grease+1978,5
75119,yellow+submarine+1968,4
286742,jesse+stone+innocents+lost+2011,4
181810,golden+door+2006,4
310747,the+fifth+element+1997,4
290574,ratatouille+2007,5
18726,the+war+1994,5
246688,thieves+by+law+2010,3
344186,pulp+fiction+1994,4
56036,star+wars+1977,4
324580,gladiator+2000,4
183132,the+terminator+1984,4
351925,the+ballad+of+cable+hogue+1970,4
237598,the+black+power+mixtape+1967-1975+2011,2
226076,i+see+a+dark+stranger+1946,4
315376,thor+2011,3
91291,the+shawshank+redemption+1994,5
156960,teenage+2013,3
230668,b.t.k.+2008,3
242351,smiley+face+2007,3
111172,parkland+2013,4
145985,the+awful+truth+1937,3
161486,spirit+stallion+of+the+cimarron+2002,3
284500,happy+birthday+to+me+1981,3
225556,the+cat+returns+2002,4
57728,like+water+2011,3
217219,adams+rib+1949,4
188888,memorial+day+2011,3
314428,total+recall+1990,4
322534,joe+strummer+the+future+is+unwritten+2007,5
47288,the+next+three+days+2010,3
20475,moving+violations+1985,3
181979,the+man+who+knew+too+much+1956,4
271862,cuban+rafters+2002,2
303408,the+firm+1993,5
100247,lady+and+the+tramp+1955,4
224609,frozen+2013,4
250388,ivan+the+terrible_+part+ii+the+boyars+plot+1958,3
34618,horse+feathers+1932,4
131873,star+wars+1977,4
277006,audition+1999,3
221696,pharaohs+curse+1957,3
261800,the+lady+eve+1941,4
192524,breathless+1960,5
336242,executive+decision+1996,3
57245,alexander+and+the+terrible_+horrible_+no+good_+very+bad+day+2014,3
18871,indiana+jones+and+the+last+crusade+1989,4
198840,i_+robot+2004,3
119948,princess+mononoke+1997,4
134844,ponyo+2008,4
50509,hell+drivers+1957,4
197955,the+kite+runner+2007,4
275957,palme+2012,4
178838,alien+1979,3
252382,captain+america+ii+death+too+soon+1979,3
102271,ice+age+2002,4
149704,k-911+1999,4
323612,the+cat+returns+2002,5
162696,the+man+who+knew+too+much+1956,4
135557,you+only+live+twice+1967,4
94845,toy+story+that+time+forgot+2014,5
219074,london+the+modern+babylon+2012,4
47132,shrek+2001,4
199188,the+fifth+element+1997,3
13213,the+theory+of+everything+2006,4
288162,dead+snow+2+red+vs.+dead+2014,3
317254,lil+quinquin+2014,3
263560,frankenstein+1931,4
260167,goodbye+south_+goodbye+1996,4
72033,blackfish+2013,4
227510,the+time+of+their+lives+1946,3
118363,absentia+2011,2
75224,harry+potter+and+the+half-blood+prince+2009,4
308640,honeymoon+in+vegas+1992,3
198425,port+of+shadows+1938,3
253796,fail+safe+2000,4
239678,pulp+fiction+1994,5
66481,in+bruges+2008,4
33314,ordinary+decent+criminal+2000,4
298886,subway+1985,4
337150,chungking+express+1994,5
26769,gladiator+2000,5
40147,dragon+ball+z+broly+-+the+legendary+super+saiyan+1993,4
98316,vivacious+lady+1938,4
333921,whisper+of+the+heart+1995,4
147968,letters+to+god+2010,3
178979,southern+comfort+2001,3
105640,love+is+strange+2014,2
176002,the+king+of+escape+2009,3
295530,inception+2010,4
27384,all+for+the+winner+1990,4
348237,losin+it+1983,2
125642,grey+gardens+1975,3
73229,right+now+2004,1
153423,the+ballad+of+cable+hogue+1970,5
73823,bakhita+2009,4
28570,star+wars+1977,4
160137,monster+2003,5
113968,harry+potter+and+the+order+of+the+phoenix+2007,3
24266,man_+woman++the+wall+2006,3
198538,downstairs+1932,3
279084,stunt+squad+1977,3
99486,i+love+you+again+1940,3
96786,the+good_+the+bad+and+the+ugly+1966,3
96237,the+dark+knight+rises+2012,5
290391,ong-bak+the+thai+warrior+2003,4
83172,eight+deadly+shots+1972,4
223702,all+the+presidents+men+1976,4
225526,unconscious+2004,4
70555,the+loneliness+of+the+long+distance+runner+1962,4
264973,my+big+fat+greek+wedding+2002,4
104467,indiana+jones+and+the+last+crusade+1989,4
291131,eternal+sunshine+of+the+spotless+mind+2004,4
50270,interstellar+2014,4
292948,a+cock+and+bull+story+2005,4
70995,tracks+2014,3
178963,cinderella+2015,5
51748,joe+2014,4
223705,age+of+dinosaurs+2013,4
149572,the+life+and+times+of+allen+ginsberg+2008,5
260022,pastoral+symphony+1946,4
2244,platoon+1986,5
69130,the+blue+angel+1930,3
285332,night+of+the+ghouls+1959,3
75639,topper+1937,4
75716,ice+age+2002,4
109565,any+wednesday+1966,4
157787,how+to+train+your+dragon+2010,4
251952,cure+1997,3
148121,inside+job+2010,5
31848,the+shawshank+redemption+1994,4
77315,walle+2008,4
191315,red+lights+2004,3
285276,the+unknown+1927,4
103605,flash+of+genius+2008,3
195530,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,5
311148,love+happy+1949,2
66985,derek+2008,3
285849,ghost+town+2008,5
65641,tom+thumb+1958,3
308813,harry+potter+and+the+chamber+of+secrets+2002,4
122504,despicable+me+2010,4
175137,brave+2012,3
120770,summer+stock+1950,4
350945,high+and+dizzy+1920,3
81968,inside+man+2006,4
215538,zatichis+flashing+sword+1964,4
161107,the+hunchback+of+notre+dame+1996,4
336341,harry+potter+and+the+deathly+hallows+part+2+2011,5
265673,the+quare+fellow+1962,4
37228,escanaba+in+da+moonlight+2001,4
278537,atomic+rulers+1965,3
292858,harry+potter+and+the+half-blood+prince+2009,4
86598,ratatouille+2007,3
117423,harry+potter+and+the+deathly+hallows+part+2+2011,4
272648,mosaic+1965,3
195736,the+sunshine+boys+1975,3
27233,kiki+1926,5
30286,fitzcarraldo+1982,4
185927,you+dont+mess+with+the+zohan+2008,2
339169,the+chronicles+of+narnia+the+lion_+the+witch+and+the+wardrobe+2005,4
171460,a+passage+to+india+1984,3
52409,the+sea+is+watching+2002,3
275457,dumb+and+dumber+1994,5
172207,the+cat+returns+2002,5
50501,harry+potter+and+the+philosophers+stone+2001,4
199439,never+say+never+again+1983,4
192998,batman+the+dark+knight+returns_+part+2+2013,3
262613,road_+movie+2009,4
160981,hard+sun+2014,4
156145,cruising+1980,3
28689,kobe+doin+work+2009,4
208805,the+monk+and+the+fish+1994,3
281086,geris+game+1997,3
320097,the+earrings+of+madame+de...+1953,4
142935,powaqqatsi+1988,4
351581,aguirre+the+wrath+of+god+1972,4
110015,it+follows+2015,4
148559,forrest+gump+1994,5
195797,a+breed+apart+1984,4
181946,youre+telling+me+1934,4
264649,the+lineup+1958,5
160919,indiana+jones+and+the+temple+of+doom+1984,4
169419,neon+genesis+evangelion+death+and+rebirth+1997,4
188955,pi+1998,3
33508,monty+python+and+the+holy+grail+1975,3
141031,hondo+1953,4
63984,dr.+no+1962,5
227574,the+end+of+evangelion+1997,4
114388,les+parasites+1999,3
266215,on+the+town+1949,5
126671,suicide+kings+1997,4
119818,grave+of+the+fireflies+1988,5
165939,mirror+mirror+2012,3
89588,fight+club+1999,4
124230,life+as+a+house+2001,5
324867,monsters_+inc.+2001,4
202362,tongan+ninja+2002,3
112439,unprecedented+the+2000+presidential+election+2002,4
283577,leafie_+a+hen+into+the+wild+2011,5
224142,one+deadly+summer+1983,3
243864,harry+potter+and+the+deathly+hallows+part+2+2011,3
350378,monsieur+ibrahim+2003,5
65294,on+the+beach+2000,2
117462,perdiamoci+di+vista+1994,3
304829,jezebel+1938,4
17056,harry+potter+and+the+half-blood+prince+2009,5
12873,harry+potter+and+the+goblet+of+fire+2005,4
254142,anchors+aweigh+1945,3
239647,the+man+who+sued+god+2001,4
273738,harry+potter+and+the+deathly+hallows+part+2+2011,4
314271,maya+lin+a+strong+clear+vision+1995,4
38867,apollo+13+1995,4
62735,monty+python+and+the+holy+grail+1975,4
93148,constantine+2005,3
139716,witch+hunt+2008,3
42314,my+neighbor+totoro+1988,4
209634,behind+the+mask+the+rise+of+leslie+vernon+2006,4
153278,apollo+13+1995,4
165397,the+brinks+job+1978,3
344852,follow+the+fleet+1936,3
16210,chappie+2015,4
309179,honeymoon+1947,3
251660,thesis+on+a+homicide+2013,4
335931,wizards+1977,2
107133,privates+on+parade+1983,4
177618,quantum+of+solace+2008,4
122483,murphys+law+1986,3
234359,burning+bright+2012,3
202026,in+this+our+life+1942,4
177579,some+body+2001,4
290944,the+classic+2001,2
200617,after+sex+2007,3
45611,saw+2004,2
312841,monsters+ball+2001,3
348917,breaking+the+taboo+2011,4
127356,ghostbusters+1984,2
329851,westward+ho+1935,3
245385,star+wars+1977,5
211328,42+2013,4
125824,batman+begins+2005,5
323851,black+rock+2012,4
10992,dangerous+corner+1934,4
92666,above+us+only+sky+2011,3
14855,the+adventures+of+pluto+nash+2002,1
156808,the+true+story+of+puss+n+boots+2009,4
258747,nude+for+satan+1974,5
221295,copenhagen+2014,4
187442,amador+2010,3
254621,chainsaw+maid+2007,3
74634,the+paradine+case+1947,4
97110,harry+potter+and+the+deathly+hallows+part+1+2010,3
298691,winter+light+1963,4
183441,palindromes+2004,4
146193,the+incident+1990,4
116725,a+night+out+1915,3
173051,laurence+anyways+2012,4
239150,all+the+presidents+men+1976,2
316431,sixteen+candles+1984,3
265321,saraband+2003,4
250043,the+equalizer+2014,4
22880,volcano+1997,2
294936,allegro+2005,4
122591,samaritan+zatichi+1968,4
176266,halfaouine+boy+of+the+terraces+1990,3
86512,drunken+angel+1948,5
57118,grip+of+the+strangler+1958,4
80609,chelsea+on+the+rocks+2008,3
50235,ryan+2004,4
349402,celine+and+julie+go+boating+1974,4
30864,castle+in+the+sky+1986,4
44087,nausica+of+the+valley+of+the+wind+1984,3
193959,skin+game+1971,2
58189,the+house+i+live+in+2012,4
36167,iron+man+2008,4
311921,happiness+is+in+the+field+1995,4
157698,seven+chances+1925,5
217373,harry+potter+and+the+deathly+hallows+part+2+2011,4
49212,nightwatching+2007,3
203243,all+the+presidents+men+1976,4
76093,timer+2009,3
318586,girlhood+2014,4
268462,perfect+blue+1997,4
109839,the+wild+parrots+of+telegraph+hill+2003,5
3679,the+lord+of+the+rings+the+two+towers+2002,5
169205,i+am+fishead+2011,4
328519,time+after+time+1979,3
256687,children+of+the+revolution+1996,4
333461,kismet+1955,3
169826,fight+club+1999,5
283954,still+bill+2010,4
256066,the+notorious+bettie+page+2005,3
244099,no+direction+home+bob+dylan+2005,4
315342,fight+club+1999,4
288046,the+lord+of+the+rings+the+return+of+the+king+2003,3
83927,tracers+2015,3
216584,spirit+stallion+of+the+cimarron+2002,3
156943,the+gambler+1997,3
272083,abominable+2006,3
307849,dragon+ball+z+broly+-+the+legendary+super+saiyan+1993,4
303931,the+death+and+life+of+bobby+z+2007,4
155808,under+the+roofs+of+paris+1930,3
147037,dragon+day+2013,3
15670,howls+moving+castle+2004,4
18104,the+long+ride+home+2003,3
328775,twice+born+2012,4
231742,children+of+paradise+1945,4
248990,die+hard+1988,5
93955,coupe+de+ville+1990,3
68850,spine+tingler+the+william+castle+story+2007,5
220441,zatichi+at+large+1972,3
161806,the+maze+runner+2014,4
279292,payback+1999,4
207458,se7en+1995,4
101794,rab+ne+bana+di+jodi+2008,4
93827,mr.+klein+1976,3
89338,the+age+of+stupid+2009,4
42642,leon+the+professional+1994,4
30343,conspiracy+2001,4
258340,kamikaze+girls+2004,3
104411,the+wrestler+2008,4
46575,deceit+1992,3
56354,all+the+fine+young+cannibals+1960,3
27709,the+terrorizers+1986,4
48941,harry+potter+and+the+order+of+the+phoenix+2007,4
332029,rafa+2012,3
307461,charly+1968,3
322897,to+end+all+wars+2001,4
69066,big+hero+6+2014,4
247160,firstborn+1984,3
22556,sitting+pretty+1948,4
92632,dil+chahta+hai+2001,4
231101,son+of+god+2014,3
102814,a+fish+called+wanda+1988,4
46792,louise+bourgeois+the+spider_+the+mistress+and+the+tangerine+2008,4
280357,sixteen+candles+1984,3
42767,family+viewing+1987,4
58516,children+of+heaven+1997,5
38306,terminator+2+judgment+day+1991,5
306478,lawless+range+1935,3
209421,howls+moving+castle+2004,4
347135,chronic+town+2010,4
319050,lady+and+the+tramp+1955,5
59913,local+hero+1983,4
123761,ziegfeld+follies+1945,3
183276,seasons+beatings+1999,3
95081,interstellar+2014,5
157755,treasure+planet+2002,3
223577,whats+in+a+name+2012,4
165037,the+light+at+the+edge+of+the+world+1971,4
341171,three+wise+fools+1946,4
262922,the+brussels+business+2012,4
266414,a+perfect+murder+1998,4
143421,the+incredible+hulk+2008,4
95078,rooster+cogburn+1975,4
215749,the+next+step+1997,3
264112,haemoo+2014,3
178258,miss+violence+2013,2
303320,the+incredibles+2004,4
77665,despicable+me+2010,4
119844,the+trial+of+joan+of+arc+1962,5
245638,a+season+for+miracles+1999,3
59908,the+magnificent+ambersons+1942,3
263514,pucked+2006,4
85677,the+sand+pebbles+1966,4
59191,the+amazing+spider-man+2012,3
253717,coraline+2009,4
94377,bruce+almighty+2003,3
193200,the+jungle+book+1967,5
24168,blade+runner+1982,4
129191,alien+1979,3
236951,army+of+crime+2009,4
189516,sophies+revenge+2009,4
178721,a+river+runs+through+it+1992,2
181455,reservoir+dogs+1992,4
352411,leon+the+professional+1994,3
311269,interstellar+2014,5
275778,the+legend+of+sleepy+hollow+1980,4
81972,2+days+in+new+york+2012,3
148681,the+purge+anarchy+2014,3
232972,monsters_+inc.+2001,4
309487,all+watched+over+by+machines+of+loving+grace+2011,4
99901,chungking+express+1994,3
242845,sleeping+beauty+1959,4
301472,simon+of+the+desert+1965,4
53042,halloween+is+grinch+night+1977,4
66734,a+family+thing+1996,5
172237,satan+met+a+lady+1936,3
158467,lone+wolf+and+cub+white+heaven+in+hell+1974,4
330078,how+to+train+your+dragon+2010,5
84979,django+1966,4
71552,a+midwinters+tale+1995,3
264968,quantum+of+solace+2008,3
167090,the+legend+of+suram+fortress+1986,3
163710,destroy+all+monsters+1968,4
265553,clint+eastwood+out+of+the+shadows+2000,3
151468,the+company+you+keep+2012,3
318301,children+of+glory+2006,2
326842,harry+potter+and+the+deathly+hallows+part+2+2011,4
282677,howls+moving+castle+2004,4
72062,the+munekata+sisters+1950,5
195953,zombeavers+2014,4
120873,enola+gay+and+the+atomic+bombing+of+japan+,4
225412,insidious+2010,4
